曜日,層,行動,時刻(時間:分),行為者率(%)
平日,国民全体,趣味・娯楽・教養（インターネット除く）,16:30,3.7
平日,国民全体,趣味・娯楽・教養（インターネット除く）,16:45,3.6
平日,国民全体,趣味・娯楽・教養（インターネット除く）,17:00,2.9
平日,国民全体,趣味・娯楽・教養（インターネット除く）,17:15,2.8
平日,国民全体,趣味・娯楽・教養（インターネット除く）,17:30,2.7
平日,国民全体,趣味・娯楽・教養（インターネット除く）,17:45,2.6
平日,国民全体,趣味・娯楽・教養（インターネット除く）,18:00,2.3
平日,国民全体,趣味・娯楽・教養（インターネット除く）,18:15,2.2
平日,国民全体,趣味・娯楽・教養（インターネット除く）,18:30,2.1
平日,国民全体,趣味・娯楽・教養（インターネット除く）,18:45,2.1
平日,国民全体,趣味・娯楽・教養（インターネット除く）,19:00,2.2
平日,国民全体,趣味・娯楽・教養（インターネット除く）,19:15,2.3
平日,国民全体,趣味・娯楽・教養（インターネット除く）,19:30,2.5
平日,国民全体,趣味・娯楽・教養（インターネット除く）,19:45,2.5
平日,国民全体,趣味・娯楽・教養（インターネット除く）,20:00,3.0
平日,国民全体,趣味・娯楽・教養（インターネット除く）,20:15,3.0
平日,国民全体,趣味・娯楽・教養（インターネット除く）,20:30,2.9
平日,国民全体,趣味・娯楽・教養（インターネット除く）,20:45,3.0
平日,国民全体,趣味・娯楽・教養（インターネット除く）,21:00,2.8
平日,国民全体,趣味・娯楽・教養（インターネット除く）,21:15,2.8
平日,国民全体,趣味・娯楽・教養（インターネット除く）,21:30,2.5
平日,国民全体,趣味・娯楽・教養（インターネット除く）,21:45,2.4
平日,国民全体,趣味・娯楽・教養（インターネット除く）,22:00,2.0
平日,国民全体,趣味・娯楽・教養（インターネット除く）,22:15,1.9
平日,国民全体,趣味・娯楽・教養（インターネット除く）,22:30,1.4
平日,国民全体,趣味・娯楽・教養（インターネット除く）,22:45,1.3
平日,国民全体,趣味・娯楽・教養（インターネット除く）,23:00,1.0
平日,国民全体,趣味・娯楽・教養（インターネット除く）,23:15,0.9
平日,国民全体,趣味・娯楽・教養（インターネット除く）,23:30,0.8
平日,国民全体,趣味・娯楽・教養（インターネット除く）,23:45,0.8
平日,国民全体,趣味・娯楽・教養のインターネット（動画除く）,0:00,2.4
平日,国民全体,趣味・娯楽・教養のインターネット（動画除く）,0:15,2.3
平日,国民全体,趣味・娯楽・教養のインターネット（動画除く）,0:30,2.1
平日,国民全体,趣味・娯楽・教養のインターネット（動画除く）,0:45,2.1
平日,国民全体,趣味・娯楽・教養のインターネット（動画除く）,1:00,1.6
平日,国民全体,趣味・娯楽・教養のインターネット（動画除く）,1:15,1.4
平日,国民全体,趣味・娯楽・教養のインターネット（動画除く）,1:30,1.1
平日,国民全体,趣味・娯楽・教養のインターネット（動画除く）,1:45,1.1
平日,国民全体,趣味・娯楽・教養のインターネット（動画除く）,2:00,0.7
平日,国民全体,趣味・娯楽・教養のインターネット（動画除く）,2:15,0.6
平日,国民全体,趣味・娯楽・教養のインターネット（動画除く）,2:30,0.6
平日,国民全体,趣味・娯楽・教養のインターネット（動画除く）,2:45,0.6
平日,国民全体,趣味・娯楽・教養のインターネット（動画除く）,3:00,0.5
平日,国民全体,趣味・娯楽・教養のインターネット（動画除く）,3:15,0.5
平日,国民全体,趣味・娯楽・教養のインターネット（動画除く）,3:30,0.3
平日,国民全体,趣味・娯楽・教養のインターネット（動画除く）,3:45,0.3
平日,国民全体,趣味・娯楽・教養のインターネット（動画除く）,4:00,0.3
平日,国民全体,趣味・娯楽・教養のインターネット（動画除く）,4:15,0.3
平日,国民全体,趣味・娯楽・教養のインターネット（動画除く）,4:30,0.2
平日,国民全体,趣味・娯楽・教養のインターネット（動画除く）,4:45,0.3
平日,国民全体,趣味・娯楽・教養のインターネット（動画除く）,5:00,0.4
平日,国民全体,趣味・娯楽・教養のインターネット（動画除く）,5:15,0.4
平日,国民全体,趣味・娯楽・教養のインターネット（動画除く）,5:30,0.7
平日,国民全体,趣味・娯楽・教養のインターネット（動画除く）,5:45,0.6
平日,国民全体,趣味・娯楽・教養のインターネット（動画除く）,6:00,0.9
平日,国民全体,趣味・娯楽・教養のインターネット（動画除く）,6:15,1.0
平日,国民全体,趣味・娯楽・教養のインターネット（動画除く）,6:30,1.2
平日,国民全体,趣味・娯楽・教養のインターネット（動画除く）,6:45,1.4
平日,国民全体,趣味・娯楽・教養のインターネット（動画除く）,7:00,1.7
平日,国民全体,趣味・娯楽・教養のインターネット（動画除く）,7:15,1.6
平日,国民全体,趣味・娯楽・教養のインターネット（動画除く）,7:30,2.0
平日,国民全体,趣味・娯楽・教養のインターネット（動画除く）,7:45,2.3
平日,国民全体,趣味・娯楽・教養のインターネット（動画除く）,8:00,2.2
平日,国民全体,趣味・娯楽・教養のインターネット（動画除く）,8:15,2.3
平日,国民全体,趣味・娯楽・教養のインターネット（動画除く）,8:30,2.3
平日,国民全体,趣味・娯楽・教養のインターネット（動画除く）,8:45,2.1
平日,国民全体,趣味・娯楽・教養のインターネット（動画除く）,9:00,2.2
平日,国民全体,趣味・娯楽・教養のインターネット（動画除く）,9:15,2.3
平日,国民全体,趣味・娯楽・教養のインターネット（動画除く）,9:30,2.4
平日,国民全体,趣味・娯楽・教養のインターネット（動画除く）,9:45,2.5
平日,国民全体,趣味・娯楽・教養のインターネット（動画除く）,10:00,2.5
平日,国民全体,趣味・娯楽・教養のインターネット（動画除く）,10:15,2.6
平日,国民全体,趣味・娯楽・教養のインターネット（動画除く）,10:30,2.2
平日,国民全体,趣味・娯楽・教養のインターネット（動画除く）,10:45,2.2
平日,国民全体,趣味・娯楽・教養のインターネット（動画除く）,11:00,2.0
平日,国民全体,趣味・娯楽・教養のインターネット（動画除く）,11:15,2.0
平日,国民全体,趣味・娯楽・教養のインターネット（動画除く）,11:30,2.0
平日,国民全体,趣味・娯楽・教養のインターネット（動画除く）,11:45,1.9
平日,国民全体,趣味・娯楽・教養のインターネット（動画除く）,12:00,2.1
平日,国民全体,趣味・娯楽・教養のインターネット（動画除く）,12:15,2.7
平日,国民全体,趣味・娯楽・教養のインターネット（動画除く）,12:30,3.6
平日,国民全体,趣味・娯楽・教養のインターネット（動画除く）,12:45,3.5
平日,国民全体,趣味・娯楽・教養のインターネット（動画除く）,13:00,2.6
平日,国民全体,趣味・娯楽・教養のインターネット（動画除く）,13:15,2.4
平日,国民全体,趣味・娯楽・教養のインターネット（動画除く）,13:30,2.7
平日,国民全体,趣味・娯楽・教養のインターネット（動画除く）,13:45,2.8
平日,国民全体,趣味・娯楽・教養のインターネット（動画除く）,14:00,2.5
平日,国民全体,趣味・娯楽・教養のインターネット（動画除く）,14:15,2.4
平日,国民全体,趣味・娯楽・教養のインターネット（動画除く）,14:30,2.6
平日,国民全体,趣味・娯楽・教養のインターネット（動画除く）,14:45,2.8
平日,国民全体,趣味・娯楽・教養のインターネット（動画除く）,15:00,3.2
平日,国民全体,趣味・娯楽・教養のインターネット（動画除く）,15:15,3.0
平日,国民全体,趣味・娯楽・教養のインターネット（動画除く）,15:30,2.9
平日,国民全体,趣味・娯楽・教養のインターネット（動画除く）,15:45,2.7
平日,国民全体,趣味・娯楽・教養のインターネット（動画除く）,16:00,2.8
平日,国民全体,趣味・娯楽・教養のインターネット（動画除く）,16:15,3.1
平日,国民全体,趣味・娯楽・教養のインターネット（動画除く）,16:30,3.4
平日,国民全体,趣味・娯楽・教養のインターネット（動画除く）,16:45,3.5
平日,国民全体,趣味・娯楽・教養のインターネット（動画除く）,17:00,3.2
平日,国民全体,趣味・娯楽・教養のインターネット（動画除く）,17:15,3.1
平日,国民全体,趣味・娯楽・教養のインターネット（動画除く）,17:30,3.0
平日,国民全体,趣味・娯楽・教養のインターネット（動画除く）,17:45,3.3
平日,国民全体,趣味・娯楽・教養のインターネット（動画除く）,18:00,3.4
平日,国民全体,趣味・娯楽・教養のインターネット（動画除く）,18:15,3.5
平日,国民全体,趣味・娯楽・教養のインターネット（動画除く）,18:30,3.6
平日,国民全体,趣味・娯楽・教養のインターネット（動画除く）,18:45,3.8
平日,国民全体,趣味・娯楽・教養のインターネット（動画除く）,19:00,4.2
平日,国民全体,趣味・娯楽・教養のインターネット（動画除く）,19:15,4.3
平日,国民全体,趣味・娯楽・教養のインターネット（動画除く）,19:30,5.4
平日,国民全体,趣味・娯楽・教養のインターネット（動画除く）,19:45,5.5
平日,国民全体,趣味・娯楽・教養のインターネット（動画除く）,20:00,6.5
平日,国民全体,趣味・娯楽・教養のインターネット（動画除く）,20:15,6.7
平日,国民全体,趣味・娯楽・教養のインターネット（動画除く）,20:30,7.4
平日,国民全体,趣味・娯楽・教養のインターネット（動画除く）,20:45,7.6
平日,国民全体,趣味・娯楽・教養のインターネット（動画除く）,21:00,8.5
平日,国民全体,趣味・娯楽・教養のインターネット（動画除く）,21:15,8.4
平日,国民全体,趣味・娯楽・教養のインターネット（動画除く）,21:30,9.0
平日,国民全体,趣味・娯楽・教養のインターネット（動画除く）,21:45,9.2
平日,国民全体,趣味・娯楽・教養のインターネット（動画除く）,22:00,9.2
平日,国民全体,趣味・娯楽・教養のインターネット（動画除く）,22:15,9.4
平日,国民全体,趣味・娯楽・教養のインターネット（動画除く）,22:30,8.7
平日,国民全体,趣味・娯楽・教養のインターネット（動画除く）,22:45,8.9
平日,国民全体,趣味・娯楽・教養のインターネット（動画除く）,23:00,7.0
平日,国民全体,趣味・娯楽・教養のインターネット（動画除く）,23:15,6.8
平日,国民全体,趣味・娯楽・教養のインターネット（動画除く）,23:30,4.9
平日,国民全体,趣味・娯楽・教養のインターネット（動画除く）,23:45,4.5
平日,国民全体,インターネット動画,0:00,1.8
平日,国民全体,インターネット動画,0:15,1.8
平日,国民全体,インターネット動画,0:30,1.6
平日,国民全体,インターネット動画,0:45,1.6
平日,国民全体,インターネット動画,1:00,1.4
平日,国民全体,インターネット動画,1:15,1.3
平日,国民全体,インターネット動画,1:30,1.0
平日,国民全体,インターネット動画,1:45,1.0
平日,国民全体,インターネット動画,2:00,0.5
平日,国民全体,インターネット動画,2:15,0.5
平日,国民全体,インターネット動画,2:30,0.4
平日,国民全体,インターネット動画,2:45,0.4
平日,国民全体,インターネット動画,3:00,0.3
平日,国民全体,インターネット動画,3:15,0.3
平日,国民全体,インターネット動画,3:30,0.2
平日,国民全体,インターネット動画,3:45,0.2
平日,国民全体,インターネット動画,4:00,0.2
平日,国民全体,インターネット動画,4:15,0.2
平日,国民全体,インターネット動画,4:30,0.1
平日,国民全体,インターネット動画,4:45,0.2
平日,国民全体,インターネット動画,5:00,0.1
平日,国民全体,インターネット動画,5:15,0.2
平日,国民全体,インターネット動画,5:30,0.2
平日,国民全体,インターネット動画,5:45,0.2
平日,国民全体,インターネット動画,6:00,0.4
平日,国民全体,インターネット動画,6:15,0.4
平日,国民全体,インターネット動画,6:30,0.6
平日,国民全体,インターネット動画,6:45,0.8
平日,国民全体,インターネット動画,7:00,0.7
平日,国民全体,インターネット動画,7:15,0.7
平日,国民全体,インターネット動画,7:30,0.6
平日,国民全体,インターネット動画,7:45,0.5
平日,国民全体,インターネット動画,8:00,0.7
平日,国民全体,インターネット動画,8:15,0.9
平日,国民全体,インターネット動画,8:30,0.7
平日,国民全体,インターネット動画,8:45,0.7
平日,国民全体,インターネット動画,9:00,0.9
平日,国民全体,インターネット動画,9:15,0.8
平日,国民全体,インターネット動画,9:30,0.7
平日,国民全体,インターネット動画,9:45,0.8
平日,国民全体,インターネット動画,10:00,0.8
平日,国民全体,インターネット動画,10:15,0.8
平日,国民全体,インターネット動画,10:30,0.8
平日,国民全体,インターネット動画,10:45,0.8
平日,国民全体,インターネット動画,11:00,0.7
平日,国民全体,インターネット動画,11:15,0.8
平日,国民全体,インターネット動画,11:30,0.9
平日,国民全体,インターネット動画,11:45,0.9
平日,国民全体,インターネット動画,12:00,0.8
平日,国民全体,インターネット動画,12:15,0.9
平日,国民全体,インターネット動画,12:30,1.4
平日,国民全体,インターネット動画,12:45,1.3
平日,国民全体,インターネット動画,13:00,1.0
平日,国民全体,インターネット動画,13:15,1.0
平日,国民全体,インターネット動画,13:30,1.1
平日,国民全体,インターネット動画,13:45,1.1
平日,国民全体,インターネット動画,14:00,1.1
平日,国民全体,インターネット動画,14:15,1.0
平日,国民全体,インターネット動画,14:30,1.0
平日,国民全体,インターネット動画,14:45,1.0
平日,国民全体,インターネット動画,15:00,1.1
平日,国民全体,インターネット動画,15:15,1.2
平日,国民全体,インターネット動画,15:30,1.1
平日,国民全体,インターネット動画,15:45,1.1
平日,国民全体,インターネット動画,16:00,1.1
平日,国民全体,インターネット動画,16:15,1.2
平日,国民全体,インターネット動画,16:30,1.5
平日,国民全体,インターネット動画,16:45,1.6
平日,国民全体,インターネット動画,17:00,2.0
